author_id,tweet_id,time_zone,utc_offset,access
738153522277945344,992099325902704640,Pacific Time (US & Canada),-25200,2018-05-06 17:17:43
3089155533,993224595770667010,Bern,7200,2018-05-07 03:02:03
2256982358,993325058385854464,Adelaide,34200,2018-05-07 03:02:03
21447363,993292670901436416,Alaska,-28800,2018-05-07 00:56:06
2596413645,993228192042270720,Pacific Time (US & Canada),-25200,2018-05-06 20:44:41
635685492,993230090950586368,Central Time (US & Canada),-18000,2018-05-06 20:44:41
98996662,991027687727788032,Eastern Time (US & Canada),-14400,2018-05-06 12:03:41
18118505,993246452938887169,Quito,-18000,2018-05-06 21:49:42
3089155533,993159320471777280,Bern,7200,2018-05-06 16:03:28
2878148121,993213196298223617,Ljubljana,7200,2018-05-06 19:37:33
3344453774,993293932447588352,Pacific Time (US & Canada),-25200,2018-05-07 00:58:22
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-07 06:47:27
2596413645,993158480570630144,Pacific Time (US & Canada),-25200,2018-05-06 16:04:29
1936536769,993159576290807808,Central Time (US & Canada),-18000,2018-05-06 16:04:29
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-06 22:57:55
954124423,993159442601570304,Atlantic Time (Canada),-10800,2018-05-06 22:58:03
2841998391,993018292653654017,Madrid,7200,2018-05-06 22:58:40
2596413645,993228192042270720,Pacific Time (US & Canada),-25200,2018-05-07 01:01:39
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-06 21:54:53
25202268,993107953745121280,Eastern Time (US & Canada),-14400,2018-05-06 19:41:39
3709329729,993214228076154880,Eastern Time (US & Canada),-14400,2018-05-06 19:41:39
3089155533,993217137627095040,Bern,7200,2018-05-07 05:18:40
184267522,993322686553063424,Hawaii,-36000,2018-05-07 05:18:40
954124423,993221198803800064,Atlantic Time (Canada),-10800,2018-05-07 06:53:29
813914393788481540,993247135645696000,Pacific Time (US & Canada),-25200,2018-05-06 21:56:28
3089155533,993210385506488320,Bern,7200,2018-05-07 05:21:02
123409648,993360034674323456,Pacific Time (US & Canada),-25200,2018-05-07 05:21:02
954124423,992252974075334657,Atlantic Time (Canada),-10800,2018-05-07 08:55:08
15722134,993413914724569090,Mid-Atlantic,-7200,2018-05-07 08:55:08
897619242,993448862479273985,London,3600,2018-05-07 11:29:16
2173508552,993452703652003841,Eastern Time (US & Canada),-14400,2018-05-07 11:29:16
3089155533,993210385506488320,Bern,7200,2018-05-07 02:11:21
35454721,993094389659521025,London,3600,2018-05-07 05:26:29
45265619,993228038505672705,Eastern Time (US & Canada),-14400,2018-05-07 00:04:22
3709329729,993280342906818560,Eastern Time (US & Canada),-14400,2018-05-07 00:04:22
954124423,988874170363711489,Atlantic Time (Canada),-10800,2018-05-07 00:06:06
800501342653399040,993228195368521728,Pacific Time (US & Canada),-25200,2018-05-07 00:06:25
4330569813,993279491723186176,Pacific Time (US & Canada),-25200,2018-05-07 00:06:25
949071159831736320,993280858818826240,Pacific Time (US & Canada),-25200,2018-05-07 00:06:25
50797952,993501313702027264,Paris,7200,2018-05-07 14:44:13
1587848900,993501764396683265,Amsterdam,7200,2018-05-07 14:44:13
69773058,992736474142568450,Eastern Time (US & Canada),-14400,2018-05-06 16:13:50
2596413645,993160231180894208,Pacific Time (US & Canada),-25200,2018-05-06 16:13:50
738153522277945344,993268109510234112,Pacific Time (US & Canada),-25200,2018-05-07 08:09:40
20932641,993402472642240512,Arizona,-25200,2018-05-07 08:09:40
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-07 03:18:53
2596413645,993228192042270720,Pacific Time (US & Canada),-25200,2018-05-07 02:16:48
2878148121,993550498031656960,Ljubljana,7200,2018-05-07 17:57:52
302111485,992969974313439233,Eastern Time (US & Canada),-14400,2018-05-06 13:15:21
2692832179,993109254952321024,Brasilia,-10800,2018-05-06 13:15:21
779789420111298560,993117012510564352,Lisbon,3600,2018-05-06 13:15:21
2596413645,993228192042270720,Pacific Time (US & Canada),-25200,2018-05-07 04:19:36
2596413645,993512772343291904,Pacific Time (US & Canada),-25200,2018-05-07 16:54:54
918295123,993534651934298114,Arizona,-25200,2018-05-07 16:54:54
813914393788481540,993111737980289024,Pacific Time (US & Canada),-25200,2018-05-07 15:49:21
739515266749616128,993518193477025792,Europe/London,3600,2018-05-07 15:49:30
2596413645,993344805143957504,Pacific Time (US & Canada),-25200,2018-05-07 04:20:31
897619242,993182359762690048,London,3600,2018-05-06 17:35:01
954124423,993608522523869186,Atlantic Time (Canada),-10800,2018-05-07 23:23:29
78523300,993632183033057280,Eastern Time (US & Canada),-14400,2018-05-07 23:23:29
954124423,993531333182881792,Atlantic Time (Canada),-10800,2018-05-07 19:06:22
954124423,993608522523869186,Atlantic Time (Canada),-10800,2018-05-07 23:23:54
42284908,993632546981203969,Pacific Time (US & Canada),-25200,2018-05-07 23:23:54
2596413645,993518936258822145,Pacific Time (US & Canada),-25200,2018-05-07 16:58:46
954124423,988498008642916353,Atlantic Time (Canada),-10800,2018-05-07 20:13:37
954124423,993608522523869186,Atlantic Time (Canada),-10800,2018-05-07 23:25:31
78523300,993632183033057280,Eastern Time (US & Canada),-14400,2018-05-07 23:25:31
955730343021219840,993170689099206657,Pacific Time (US & Canada),-25200,2018-05-07 09:35:01
830938544130707456,993423951668838401,Amsterdam,7200,2018-05-07 09:35:01
813914393788481540,993486148587675648,Pacific Time (US & Canada),-25200,2018-05-07 20:14:22
4870448651,993584849368879106,Pacific Time (US & Canada),-25200,2018-05-07 20:14:22
869193235918454786,993590764625104902,Pacific Time (US & Canada),-25200,2018-05-07 21:19:13
2854571709,993601169430908929,Edinburgh,3600,2018-05-07 21:19:13
346612013,993475050320945154,London,3600,2018-05-07 17:00:43
